idx,modelID,modelName,disName,folderName,model_texture_name,resolution,qa,LQpQt
334,32,AsparnLoewe_C,AsparnLoewe_C_simpL1_qp9_qt9_decompJPEG_712x712_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,50,L1_qp9_qt9
335,32,AsparnLoewe_C,AsparnLoewe_C_simpL10_qp9_qt10_decompJPEG_2048x2048_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,50,L10_qp9_qt10
336,32,AsparnLoewe_C,AsparnLoewe_C_simpL10_qp9_qt6_decompJPEG_2048x2048_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,10,L10_qp9_qt6
337,32,AsparnLoewe_C,AsparnLoewe_C_simpL2_qp11_qt10_decompJPEG_512x512_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,10,L2_qp11_qt10
338,32,AsparnLoewe_C,AsparnLoewe_C_simpL2_qp11_qt10_decompJPEG_712x712_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,25,L2_qp11_qt10
339,32,AsparnLoewe_C,AsparnLoewe_C_simpL2_qp7_qt8_decompJPEG_512x512_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,10,L2_qp7_qt8
340,32,AsparnLoewe_C,AsparnLoewe_C_simpL2_qp9_qt9_decompJPEG_1440x1440_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1440x1440,10,L2_qp9_qt9
341,32,AsparnLoewe_C,AsparnLoewe_C_simpL2_qp9_qt9_decompJPEG_712x712_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,25,L2_qp9_qt9
342,32,AsparnLoewe_C,AsparnLoewe_C_simpL3_qp10_qt10_decompJPEG_1024x1024_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,10,L3_qp10_qt10
343,32,AsparnLoewe_C,AsparnLoewe_C_simpL3_qp10_qt8_decompJPEG_1024x1024_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,75,L3_qp10_qt8
344,32,AsparnLoewe_C,AsparnLoewe_C_simpL3_qp10_qt9_decompJPEG_512x512_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,25,L3_qp10_qt9
345,32,AsparnLoewe_C,AsparnLoewe_C_simpL3_qp9_qt7_decompJPEG_1024x1024_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,25,L3_qp9_qt7
346,32,AsparnLoewe_C,AsparnLoewe_C_simpL3_qp9_qt8_decompJPEG_1024x1024_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,25,L3_qp9_qt8
347,32,AsparnLoewe_C,AsparnLoewe_C_simpL4_qp10_qt10_decompJPEG_512x512_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,25,L4_qp10_qt10
348,32,AsparnLoewe_C,AsparnLoewe_C_simpL4_qp11_qt8_decompJPEG_712x712_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,10,L4_qp11_qt8
349,32,AsparnLoewe_C,AsparnLoewe_C_simpL4_qp8_qt10_decompJPEG_2048x2048_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,50,L4_qp8_qt10
350,32,AsparnLoewe_C,AsparnLoewe_C_simpL5_qp11_qt7_decompJPEG_1440x1440_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1440x1440,50,L5_qp11_qt7
351,32,AsparnLoewe_C,AsparnLoewe_C_simpL5_qp11_qt7_decompJPEG_2048x2048_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,75,L5_qp11_qt7
352,32,AsparnLoewe_C,AsparnLoewe_C_simpL5_qp11_qt7_decompJPEG_512x512_Q90,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,90,L5_qp11_qt7
353,32,AsparnLoewe_C,AsparnLoewe_C_simpL5_qp11_qt8_decompJPEG_2048x2048_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,75,L5_qp11_qt8
354,32,AsparnLoewe_C,AsparnLoewe_C_simpL5_qp8_qt10_decompJPEG_2048x2048_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,50,L5_qp8_qt10
355,32,AsparnLoewe_C,AsparnLoewe_C_simpL5_qp8_qt10_decompJPEG_2048x2048_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,75,L5_qp8_qt10
356,32,AsparnLoewe_C,AsparnLoewe_C_simpL6_qp10_qt7_decompJPEG_712x712_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,10,L6_qp10_qt7
357,32,AsparnLoewe_C,AsparnLoewe_C_simpL6_qp7_qt10_decompJPEG_2048x2048_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,75,L6_qp7_qt10
358,32,AsparnLoewe_C,AsparnLoewe_C_simpL6_qp8_qt10_decompJPEG_2048x2048_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,50,L6_qp8_qt10
359,32,AsparnLoewe_C,AsparnLoewe_C_simpL6_qp8_qt7_decompJPEG_712x712_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,50,L6_qp8_qt7
360,32,AsparnLoewe_C,AsparnLoewe_C_simpL6_qp8_qt8_decompJPEG_2048x2048_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,50,L6_qp8_qt8
361,32,AsparnLoewe_C,AsparnLoewe_C_simpL7_qp11_qt10_decompJPEG_512x512_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,75,L7_qp11_qt10
362,32,AsparnLoewe_C,AsparnLoewe_C_simpL7_qp7_qt10_decompJPEG_2048x2048_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,25,L7_qp7_qt10
363,32,AsparnLoewe_C,AsparnLoewe_C_simpL7_qp7_qt10_decompJPEG_2048x2048_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,75,L7_qp7_qt10
364,32,AsparnLoewe_C,AsparnLoewe_C_simpL7_qp9_qt7_decompJPEG_2048x2048_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,25,L7_qp9_qt7
365,32,AsparnLoewe_C,AsparnLoewe_C_simpL8_qp10_qt9_decompJPEG_712x712_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,25,L8_qp10_qt9
366,32,AsparnLoewe_C,AsparnLoewe_C_simpL8_qp11_qt6_decompJPEG_1024x1024_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,10,L8_qp11_qt6
367,32,AsparnLoewe_C,AsparnLoewe_C_simpL8_qp8_qt10_decompJPEG_512x512_Q10,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,10,L8_qp8_qt10
368,32,AsparnLoewe_C,AsparnLoewe_C_simpL8_qp8_qt10_decompJPEG_512x512_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,25,L8_qp8_qt10
369,32,AsparnLoewe_C,AsparnLoewe_C_simpL8_qp8_qt10_decompJPEG_512x512_Q90,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,90,L8_qp8_qt10
370,32,AsparnLoewe_C,AsparnLoewe_C_simpL8_qp8_qt9_decompJPEG_2048x2048_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,2048x2048,50,L8_qp8_qt9
371,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp10_qt8_decompJPEG_512x512_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,25,L9_qp10_qt8
372,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp10_qt9_decompJPEG_512x512_Q90,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,90,L9_qp10_qt9
373,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp11_qt10_decompJPEG_712x712_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,75,L9_qp11_qt10
374,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp11_qt6_decompJPEG_712x712_Q50,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,712x712,50,L9_qp11_qt6
375,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp8_qt8_decompJPEG_1024x1024_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,25,L9_qp8_qt8
376,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp9_qt10_decompJPEG_512x512_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,75,L9_qp9_qt10
377,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp9_qt10_decompJPEG_512x512_Q90,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,90,L9_qp9_qt10
378,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp9_qt7_decompJPEG_1024x1024_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1024x1024,75,L9_qp9_qt7
379,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp9_qt7_decompJPEG_1440x1440_Q25,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,1440x1440,25,L9_qp9_qt7
380,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp9_qt9_decompJPEG_512x512_Q75,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,75,L9_qp9_qt9
381,32,AsparnLoewe_C,AsparnLoewe_C_simpL9_qp9_qt9_decompJPEG_512x512_Q90,lowe-von-asparn,AsparnLoewe_C_AsparnLoewe_O_Material_u1_v1,512x512,90,L9_qp9_qt9
382,10,balustervase_BakedUV,balustervase_BakedUV_simpL1_qp10_qt8_decompJPEG_512x512_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,10,L1_qp10_qt8
383,10,balustervase_BakedUV,balustervase_BakedUV_simpL1_qp10_qt8_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L1_qp10_qt8
384,10,balustervase_BakedUV,balustervase_BakedUV_simpL1_qp10_qt8_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L1_qp10_qt8
385,10,balustervase_BakedUV,balustervase_BakedUV_simpL1_qp11_qt8_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L1_qp11_qt8
386,10,balustervase_BakedUV,balustervase_BakedUV_simpL1_qp11_qt8_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L1_qp11_qt8
387,10,balustervase_BakedUV,balustervase_BakedUV_simpL1_qp9_qt7_decompJPEG_2048x2048_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,2048x2048,10,L1_qp9_qt7
388,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp10_qt7_decompJPEG_1024x1024_Q90,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1024x1024,90,L10_qp10_qt7
389,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp11_qt10_decompJPEG_1440x1440_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,75,L10_qp11_qt10
390,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp11_qt10_decompJPEG_2048x2048_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,2048x2048,75,L10_qp11_qt10
391,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp11_qt6_decompJPEG_1024x1024_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1024x1024,50,L10_qp11_qt6
392,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp11_qt7_decompJPEG_2048x2048_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,2048x2048,75,L10_qp11_qt7
393,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp7_qt6_decompJPEG_1024x1024_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1024x1024,25,L10_qp7_qt6
394,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp7_qt6_decompJPEG_1440x1440_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,10,L10_qp7_qt6
395,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp7_qt6_decompJPEG_712x712_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,50,L10_qp7_qt6
396,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_1024x1024_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1024x1024,50,L10_qp8_qt6
397,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_1440x1440_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,10,L10_qp8_qt6
398,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_2048x2048_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,2048x2048,25,L10_qp8_qt6
399,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L10_qp8_qt6
400,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_512x512_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,50,L10_qp8_qt6
401,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_512x512_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,75,L10_qp8_qt6
402,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L10_qp8_qt6
403,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,25,L10_qp8_qt6
404,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,50,L10_qp8_qt6
405,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp8_qt6_decompJPEG_712x712_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,75,L10_qp8_qt6
406,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1024x1024_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1024x1024,75,L10_qp9_qt10
407,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,25,L10_qp9_qt10
408,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,75,L10_qp9_qt10
409,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp9_qt10_decompJPEG_1440x1440_Q90,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,90,L10_qp9_qt10
410,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp9_qt7_decompJPEG_1440x1440_Q90,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,90,L10_qp9_qt7
411,10,balustervase_BakedUV,balustervase_BakedUV_simpL10_qp9_qt7_decompJPEG_2048x2048_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,2048x2048,75,L10_qp9_qt7
412,10,balustervase_BakedUV,balustervase_BakedUV_simpL2_qp10_qt8_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L2_qp10_qt8
413,10,balustervase_BakedUV,balustervase_BakedUV_simpL2_qp11_qt8_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L2_qp11_qt8
414,10,balustervase_BakedUV,balustervase_BakedUV_simpL2_qp8_qt10_decompJPEG_1440x1440_Q90,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,90,L2_qp8_qt10
415,10,balustervase_BakedUV,balustervase_BakedUV_simpL3_qp10_qt8_decompJPEG_512x512_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,10,L3_qp10_qt8
416,10,balustervase_BakedUV,balustervase_BakedUV_simpL3_qp10_qt8_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L3_qp10_qt8
417,10,balustervase_BakedUV,balustervase_BakedUV_simpL3_qp10_qt8_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L3_qp10_qt8
418,10,balustervase_BakedUV,balustervase_BakedUV_simpL3_qp11_qt8_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L3_qp11_qt8
419,10,balustervase_BakedUV,balustervase_BakedUV_simpL3_qp11_qt8_decompJPEG_512x512_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,50,L3_qp11_qt8
420,10,balustervase_BakedUV,balustervase_BakedUV_simpL3_qp8_qt10_decompJPEG_512x512_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,50,L3_qp8_qt10
421,10,balustervase_BakedUV,balustervase_BakedUV_simpL4_qp10_qt6_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L4_qp10_qt6
422,10,balustervase_BakedUV,balustervase_BakedUV_simpL4_qp11_qt8_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L4_qp11_qt8
423,10,balustervase_BakedUV,balustervase_BakedUV_simpL4_qp8_qt10_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L4_qp8_qt10
424,10,balustervase_BakedUV,balustervase_BakedUV_simpL4_qp8_qt9_decompJPEG_712x712_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,50,L4_qp8_qt9
425,10,balustervase_BakedUV,balustervase_BakedUV_simpL5_qp8_qt7_decompJPEG_512x512_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,10,L5_qp8_qt7
426,10,balustervase_BakedUV,balustervase_BakedUV_simpL5_qp8_qt8_decompJPEG_512x512_Q75,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,75,L5_qp8_qt8
427,10,balustervase_BakedUV,balustervase_BakedUV_simpL5_qp8_qt9_decompJPEG_1440x1440_Q90,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,90,L5_qp8_qt9
428,10,balustervase_BakedUV,balustervase_BakedUV_simpL6_qp10_qt10_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L6_qp10_qt10
429,10,balustervase_BakedUV,balustervase_BakedUV_simpL6_qp8_qt10_decompJPEG_512x512_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,50,L6_qp8_qt10
430,10,balustervase_BakedUV,balustervase_BakedUV_simpL6_qp8_qt7_decompJPEG_712x712_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,712x712,10,L6_qp8_qt7
431,10,balustervase_BakedUV,balustervase_BakedUV_simpL8_qp8_qt7_decompJPEG_1440x1440_Q90,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,90,L8_qp8_qt7
432,10,balustervase_BakedUV,balustervase_BakedUV_simpL8_qp8_qt8_decompJPEG_1440x1440_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,1440x1440,25,L8_qp8_qt8
433,10,balustervase_BakedUV,balustervase_BakedUV_simpL9_qp11_qt7_decompJPEG_2048x2048_Q10,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,2048x2048,10,L9_qp11_qt7
434,10,balustervase_BakedUV,balustervase_BakedUV_simpL9_qp11_qt7_decompJPEG_512x512_Q25,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,25,L9_qp11_qt7
435,10,balustervase_BakedUV,balustervase_BakedUV_simpL9_qp7_qt8_decompJPEG_512x512_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,50,L9_qp7_qt8
436,10,balustervase_BakedUV,balustervase_BakedUV_simpL9_qp8_qt7_decompJPEG_512x512_Q50,baluster-vase-one-of-three-in-a-five-piece,BakedTexture_vase,512x512,50,L9_qp8_qt7
437,34,bear,bear_simpL1_qp10_qt6_decompJPEG_1440x1440_Q10,malay-bear,bear,1440x1440,10,L1_qp10_qt6
438,34,bear,bear_simpL1_qp11_qt10_decompJPEG_712x712_Q50,malay-bear,bear,712x712,50,L1_qp11_qt10
439,34,bear,bear_simpL1_qp8_qt6_decompJPEG_2048x2048_Q10,malay-bear,bear,2048x2048,10,L1_qp8_qt6
440,34,bear,bear_simpL10_qp10_qt8_decompJPEG_1024x1024_Q25,malay-bear,bear,1024x1024,25,L10_qp10_qt8
441,34,bear,bear_simpL10_qp11_qt10_decompJPEG_1440x1440_Q50,malay-bear,bear,1440x1440,50,L10_qp11_qt10
442,34,bear,bear_simpL10_qp11_qt8_decompJPEG_2048x2048_Q25,malay-bear,bear,2048x2048,25,L10_qp11_qt8
443,34,bear,bear_simpL10_qp7_qt10_decompJPEG_1024x1024_Q75,malay-bear,bear,1024x1024,75,L10_qp7_qt10
444,34,bear,bear_simpL10_qp7_qt10_decompJPEG_2048x2048_Q75,malay-bear,bear,2048x2048,75,L10_qp7_qt10
445,34,bear,bear_simpL2_qp10_qt7_decompJPEG_1024x1024_Q10,malay-bear,bear,1024x1024,10,L2_qp10_qt7
446,34,bear,bear_simpL2_qp8_qt6_decompJPEG_2048x2048_Q10,malay-bear,bear,2048x2048,10,L2_qp8_qt6
447,34,bear,bear_simpL2_qp8_qt6_decompJPEG_512x512_Q25,malay-bear,bear,512x512,25,L2_qp8_qt6
448,34,bear,bear_simpL2_qp9_qt8_decompJPEG_2048x2048_Q50,malay-bear,bear,2048x2048,50,L2_qp9_qt8
449,34,bear,bear_simpL3_qp7_qt6_decompJPEG_1024x1024_Q25,malay-bear,bear,1024x1024,25,L3_qp7_qt6
450,34,bear,bear_simpL4_qp11_qt7_decompJPEG_512x512_Q90,malay-bear,bear,512x512,90,L4_qp11_qt7
451,34,bear,bear_simpL4_qp9_qt9_decompJPEG_1024x1024_Q10,malay-bear,bear,1024x1024,10,L4_qp9_qt9
452,34,bear,bear_simpL5_qp11_qt10_decompJPEG_512x512_Q25,malay-bear,bear,512x512,25,L5_qp11_qt10
453,34,bear,bear_simpL5_qp7_qt9_decompJPEG_2048x2048_Q75,malay-bear,bear,2048x2048,75,L5_qp7_qt9
454,34,bear,bear_simpL5_qp9_qt8_decompJPEG_1024x1024_Q10,malay-bear,bear,1024x1024,10,L5_qp9_qt8
455,34,bear,bear_simpL5_qp9_qt9_decompJPEG_1440x1440_Q10,malay-bear,bear,1440x1440,10,L5_qp9_qt9
456,34,bear,bear_simpL5_qp9_qt9_decompJPEG_712x712_Q10,malay-bear,bear,712x712,10,L5_qp9_qt9
457,34,bear,bear_simpL6_qp10_qt10_decompJPEG_512x512_Q10,malay-bear,bear,512x512,10,L6_qp10_qt10
458,34,bear,bear_simpL6_qp11_qt10_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L6_qp11_qt10
459,34,bear,bear_simpL6_qp11_qt10_decompJPEG_712x712_Q50,malay-bear,bear,712x712,50,L6_qp11_qt10
460,34,bear,bear_simpL6_qp7_qt6_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L6_qp7_qt6
461,34,bear,bear_simpL6_qp9_qt7_decompJPEG_2048x2048_Q75,malay-bear,bear,2048x2048,75,L6_qp9_qt7
462,34,bear,bear_simpL6_qp9_qt7_decompJPEG_2048x2048_Q90,malay-bear,bear,2048x2048,90,L6_qp9_qt7
463,34,bear,bear_simpL6_qp9_qt8_decompJPEG_1024x1024_Q25,malay-bear,bear,1024x1024,25,L6_qp9_qt8
464,34,bear,bear_simpL7_qp11_qt10_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L7_qp11_qt10
465,34,bear,bear_simpL7_qp11_qt10_decompJPEG_512x512_Q75,malay-bear,bear,512x512,75,L7_qp11_qt10
466,34,bear,bear_simpL7_qp11_qt10_decompJPEG_512x512_Q90,malay-bear,bear,512x512,90,L7_qp11_qt10
467,34,bear,bear_simpL7_qp11_qt9_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L7_qp11_qt9
468,34,bear,bear_simpL7_qp9_qt10_decompJPEG_512x512_Q75,malay-bear,bear,512x512,75,L7_qp9_qt10
469,34,bear,bear_simpL7_qp9_qt9_decompJPEG_512x512_Q10,malay-bear,bear,512x512,10,L7_qp9_qt9
470,34,bear,bear_simpL8_qp10_qt10_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L8_qp10_qt10
471,34,bear,bear_simpL8_qp10_qt10_decompJPEG_512x512_Q75,malay-bear,bear,512x512,75,L8_qp10_qt10
472,34,bear,bear_simpL8_qp10_qt8_decompJPEG_512x512_Q25,malay-bear,bear,512x512,25,L8_qp10_qt8
473,34,bear,bear_simpL8_qp10_qt9_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L8_qp10_qt9
474,34,bear,bear_simpL8_qp11_qt10_decompJPEG_512x512_Q50,malay-bear,bear,512x512,50,L8_qp11_qt10
475,34,bear,bear_simpL8_qp11_qt10_decompJPEG_512x512_Q75,malay-bear,bear,512x512,75,L8_qp11_qt10
476,34,bear,bear_simpL8_qp11_qt10_decompJPEG_512x512_Q90,malay-bear,bear,512x512,90,L8_qp11_qt10
477,34,bear,bear_simpL8_qp11_qt10_decompJPEG_712x712_Q75,malay-bear,bear,712x712,75,L8_qp11_qt10
